# OpenSignals Text File Format. Version 1
# {"00:07:80:F9:F3:52": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:F9:F3:52", "device connection": "BTH00:07:80:F9:F3:52", "sampling rate": 100, "resolution": [16, 16, 16, 16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-9-19", "time": "10:55:29.728", "channels": [1, 2, 3, 4], "sensor": ["XYZ", "XYZ", "RIP", "RIP"], "label": ["CH1", "CH2", "CH3", "CH4"], "column": ["nSeq", "DI", "CH1", "CH2", "CH3", "CH4"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["white", "white", "dark_blue", "light_blue"], "convertedValues": 0}}
# EndOfHeader
12600	0	34636	37244	32264	31808	
12601	0	34629	37208	32258	31864	
12602	0	34638	37168	32266	31836	
12603	0	34610	37184	32232	31832	
12604	0	34536	37186	32208	31905	
12605	0	34569	37176	32205	31936	
12606	0	34592	37244	32202	31980	
12607	0	34596	37189	32185	31913	
12608	0	34713	37205	32155	32000	
12609	0	34748	37204	32142	31978	
12610	0	34738	37248	32152	32018	
12611	0	34680	37324	32128	32075	
12612	0	34752	37256	32144	32084	
12613	0	34752	37242	32128	32084	
12614	0	34632	37180	32120	32156	
12615	0	34656	37132	32081	32170	
12616	0	34672	37092	32082	32132	
12617	0	34752	37081	32060	32180	
12618	0	34793	37129	32052	32220	
12619	0	34868	37120	32032	32205	
12620	0	34892	37176	32036	32228	
12621	0	34924	37212	32008	32254	
12622	0	34896	37200	32008	32269	
12623	0	34796	37229	31996	32364	
12624	0	34804	37192	31980	32328	
12625	0	34838	37093	31964	32440	
12626	0	34802	37032	31968	32404	
12627	0	34808	37056	31954	32400	
12628	0	34861	37024	31928	32424	
12629	0	34876	37008	31908	32520	
12630	0	34912	36996	31896	32473	
12631	0	34956	37048	31873	32584	
12632	0	34916	37130	31864	32601	
12633	0	34916	37102	31844	32538	
12634	0	34908	37032	31828	32562	
12635	0	34872	36944	31828	32580	
12636	0	34920	36956	31802	32652	
12637	0	35010	36992	31794	32686	
12638	0	35112	36924	31765	32640	
12639	0	35074	36889	31758	32656	
12640	0	35228	37024	31736	32672	
12641	0	35074	37516	31717	32756	
12642	0	35188	37596	31720	32698	
12643	0	35132	37425	31700	32709	
12644	0	35088	37320	31674	32765	
12645	0	35200	37216	31666	32764	
12646	0	35164	37093	31670	32740	
12647	0	35200	37120	31632	32740	
12648	0	35153	37072	31622	32776	
12649	0	35105	37036	31618	32832	
12650	0	35264	37040	31608	32805	
12651	0	35040	36940	31593	32816	
12652	0	35044	37015	31580	32832	
12653	0	35240	37206	31564	32796	
12654	0	35044	37165	31552	32796	
12655	0	35026	37057	31576	32816	
12656	0	35016	37024	31557	32848	
12657	0	35132	36984	31540	32872	
12658	0	34824	36881	31541	32874	
12659	0	35080	37096	31536	32904	
12660	0	35008	37048	31544	32916	
12661	0	35114	37074	31553	33020	
12662	0	35096	37040	31548	33042	
12663	0	34828	37180	31568	33012	
12664	0	34968	37248	31577	33108	
12665	0	35052	37360	31580	33076	
12666	0	34952	37166	31598	33112	
12667	0	34964	37152	31596	33213	
12668	0	35040	37272	31613	33188	
12669	0	35060	37256	31626	33208	
12670	0	35314	37320	31648	33244	
12671	0	35244	37380	31648	33360	
12672	0	35166	37344	31653	33304	
12673	0	35040	37298	31688	33346	
12674	0	35156	37232	31676	33376	
12675	0	35264	37594	31702	33364	
12676	0	35501	37386	31708	33438	
12677	0	35541	37525	31714	33372	
12678	0	35224	37489	31713	33472	
12679	0	35520	37738	31721	33448	
12680	0	35300	38016	31736	33440	
12681	0	35089	38332	31716	33448	
12682	0	35084	38716	31745	33380	
12683	0	34986	39081	31758	33296	
12684	0	34812	39481	31776	33316	
12685	0	34868	39872	31773	33232	
12686	0	35205	39952	31800	33180	
12687	0	35284	40260	31804	33148	
12688	0	35024	40560	31804	33164	
12689	0	35184	40985	31800	33108	
12690	0	35104	41300	31840	32998	
12691	0	35104	41104	31853	33028	
12692	0	34453	40916	31848	32861	
12693	0	35610	39792	31880	32900	
12694	0	36736	39832	31896	32740	
12695	0	35737	38928	31936	32696	
12696	0	36580	37468	31948	32636	
12697	0	37740	36936	31984	32588	
12698	0	38096	37548	32036	32632	
12699	0	37285	37125	32072	32562	
12700	0	37592	36060	32112	32584	
12701	0	37114	35728	32152	32514	
12702	0	36961	36016	32248	32444	
12703	0	38260	35354	32266	32432	
12704	0	36740	34880	32357	32402	
12705	0	35540	34944	32384	32416	
12706	0	31394	36056	32472	32508	
12707	0	33760	36676	32549	32440	
12708	0	32984	36768	32620	32425	
12709	0	32289	36208	32696	32449	
12710	0	32536	35384	32772	32496	
12711	0	32858	35572	32852	32586	
12712	0	33036	35528	32971	32624	
12713	0	32800	35668	33037	32668	
