CH3	CH4
18772	31276
18922	31388
18980	31336
19184	31333
19303	31408
19462	31392
19642	31390
19773	31428
19986	31456
20193	31502
20386	31408
20608	31576
20840	31612
20980	31648
21233	31748
21512	31812
21720	31892
21924	32036
22168	32128
22421	32104
22723	32298
22944	32404
23195	32524
23412	32640
23698	32788
23964	32900
24181	33048
24482	33174
24734	33392
24968	33492
25264	33644
25580	33760
25856	33920
26216	34152
26489	34260
26818	34468
27156	34652
27497	34764
27830	34952
28168	35092
28512	35340
28866	35433
29221	35626
29588	35776
29954	35888
30314	36132
30690	36261
31076	36377
31457	36612
31858	36733
32256	36800
32664	36928
33005	37049
33444	37245
33800	37376
34196	37432
34660	37600
35016	37680
35413	37788
35868	38012
36256	38068
36648	38300
37074	38360
37533	38644
37924	38780
38264	38796
38688	38968
39040	39220
39420	39312
39868	39548
40156	39688
40624	39781
40860	40088
41280	40129
41504	40408
41876	40572
42244	40704
42440	40896
42753	41048
43016	41204
43280	41336
43576	41588
43800	41780
44040	41864
44372	42088
44588	42270
44836	42384
44984	42576
45241	42776
45456	43032
45642	43193
45856	43361
46080	43560
46344	43696
46486	43948
46660	44066
46936	44276
47024	44480
47264	44640
47424	44780
47520	44880
47664	45008
47864	45144
47892	45260
48072	45332
48096	45408
48161	45408
48228	45472
48292	45440
48217	45408
48268	45388
48242	45312
48193	45296
48064	45148
48008	45024
47868	44897
47804	44752
47562	44588
47408	44472
47280	44230
47084	44068
46816	43846
46548	43692
46300	43404
46116	43232
45764	43024
45524	42816
45180	42576
44849	42336
44537	42144
44256	41912
43852	41600
43544	41372
43152	41148
42792	40921
42464	40676
42112	40568
41658	40320
41350	40105
40976	39876
40528	39570
40136	39424
39760	39176
39376	39018
39024	38834
38697	38570
38300	38420
37920	38206
37648	38072
37188	37988
36848	37724
36596	37556
36144	37376
35868	37360
35448	37173
35204	36936
34744	36768
34444	36680
34076	36498
33738	36328
33444	36148
33090	35920
32736	35760
32437	35617
32064	35360
31736	35168
31381	35064
31044	34824
30690	34549
30325	34402
29984	34192
29570	33937
29249	33704
28884	33456
28513	33213
28164	33016
27757	32805
27440	32588
27092	32352
26728	32133
26363	31972
26065	31720
25761	31552
25367	31316
25099	31130
24708	30960
24455	30749
24080	30586
23709	30385
23470	30244
23144	30105
22852	29898
22610	29717
22261	29601
22029	29468
21788	29304
21500	29168
21235	29084
21056	28920
20852	28812
20654	28704
20438	28553
20312	28504
20150	28448
19999	28325
19880	28316
19782	28276
19665	28218
19636	28220
19616	28216
19595	28148
19568	28148
19522	28157
19570	28125
19652	28090
19698	28168
19812	28192
19842	28222
20002	28228
20116	28208
20304	28229
20466	28285
20562	28252
20776	28260
21000	28274
21217	28268
21433	28289
21650	28296
21876	28308
22096	28332
22296	28332
22548	28324
22737	28378
23010	28396
23200	28426
23390	28462
23624	28520
23884	28572
24132	28697
24320	28722
24524	28787
24682	28872
24881	28973
25124	29064
25300	29185
25531	29388
25664	29482
25894	29588
25994	29729
26210	29932
26340	30026
26492	30214
26684	30349
26824	30522
27042	30704
27194	30868
27356	31088
27544	31228
27725	31430
27905	31605
28076	31802
28270	32068
28452	32198
28642	32402
28848	32604
29050	32793
29296	32998
29480	33184
29718	33400
29953	33576
30222	33761
30456	34002
30689	34216
30968	34284
31189	34469
31464	34722
31720	34852
32012	34928
32272	35078
32568	35294
32864	35336
33176	35460
33444	35600
33728	35796
34017	35896
34320	36004
34616	36092
34937	36321
35232	36400
35552	36533
35840	36553
36118	36648
36424	36760
36712	36901
36948	37084
37212	37093
37532	37272
37748	37346
38080	37451
38272	37568
38480	37656
38792	37730
38993	37772
39136	37940
39321	37916
39556	38104
39680	38122
40000	38224
40028	38237
40284	38304
40340	38384
40498	38552
40632	38624
40776	38668
40872	38780
41000	38772
41140	38901
41264	38877
41408	38984
41430	39088
41592	39204
41614	39232
41708	39280
41800	39417
41865	39428
42036	39516
42104	39500
42196	39556
42192	39536
42184	39632
42204	39657
42338	39576
42316	39641
42224	39553
42216	39496
42196	39400
42164	39416
42248	39256
42044	39200
42016	39080
41880	38992
41788	38788
41792	38672
41520	38560
41388	38428
41224	38228
41044	38048
40962	37886
40800	37616
40586	37488
40360	37228
40098	37102
39765	36864
39512	36688
39226	36504
39036	36224
38664	36076
38448	35832
38176	35612
37776	35416
37496	35210
37152	34965
36802	34701
36489	34513
36180	34248
35854	34104
35516	33816
35185	33572
34836	33417
34532	33124
34189	32868
33872	32648
33536	32408
33209	32256
32892	31964
32556	31812
32258	31506
31980	31296
31705	31071
31402	30832
31129	30625
30853	30465
30624	30234
30384	29964
30144	29752
29918	29544
29704	29330
29500	29177
29316	28923
29120	28708
28932	28500
28760	28285
28580	28080
28414	27920
28232	27638
28082	27484
27890	27216
27788	26997
27578	26789
27484	26601
27328	26420
27172	26170
27008	25964
26894	25768
26717	25568
26633	25396
26456	25188
26301	25016
26210	24820
26042	24621
25916	24452
25764	24280
25582	24148
25464	23964
25332	23802
25124	23670
24961	23490
24892	23372
24668	23233
24494	23102
24412	23017
24269	22908
24140	22780
23896	22688
23810	22594
23685	22512
23572	22448
23432	22392
23324	22328
23162	22292
23050	22284
22960	22254
22897	22256
22824	22320
22752	22313
22648	22360
22626	22432
22594	22476
22536	22556
22536	22643
22452	22712
22509	22852
22540	22926
22601	23025
22674	23130
22717	23256
22769	23340
22922	23460
23056	23572
23171	23696
23360	23778
23553	23864
23750	23986
23945	24064
24092	24193
24380	24248
24629	24364
24856	24414
25105	24500
25365	24577
25600	24692
25900	24754
26192	24873
26452	24960
26664	25033
26992	25122
27264	25238
27505	25375
27792	25462
27997	25597
28284	25710
28556	25836
28800	25956
29032	26081
29248	26218
29522	26360
29736	26505
29976	26665
30164	26786
30369	26948
30661	27072
30880	27224
31108	27360
31348	27511
31553	27660
31781	27812
32040	27952
32257	28112
32488	28268
32738	28420
32973	28580
33272	28732
33464	28896
33796	29064
34024	29232
34272	29390
34548	29564
34832	29736
35120	29904
35400	30074
35698	30222
36048	30388
36256	30555
36512	30706
36796	30848
37072	31004
37336	31138
37648	31289
37912	31416
38140	31566
38346	31696
38576	31828
38794	31936
39028	32080
39228	32214
39544	32356
39756	32451
39944	32580
40032	32716
40200	32864
40378	32989
40552	33104
40718	33225
40896	33364
41026	33520
41184	33652
41337	33800
41448	33960
41554	34076
41825	34260
41756	34376
41908	34537
42072	34684
42194	34844
42224	34976
42209	35137
42276	35292
42352	35421
42404	35564
42441	35709
42596	35836
42612	35960
42568	36096
42692	36220
42697	36344
42608	36488
42600	36584
42604	36708
42676	36816
42605	36956
42680	37037
42604	37148
42592	37252
42569	37360
42564	37456
42656	37540
42544	37618
42513	37657
42572	37720
42476	37720
42408	37761
42368	37808
42426	37784
42360	37760
42208	37760
42136	37708
42080	37636
42012	37512
42056	37444
41844	37336
41740	37184
41768	37108
41592	36916
41436	36793
41380	36612
41192	36460
41174	36272
41056	36096
40801	35947
40640	35730
40505	35548
40317	35364
40136	35192
39964	35012
39858	34836
39568	34649
39380	34432
39188	34268
39009	34112
38748	33909
38468	33764
38221	33569
38004	33408
37768	33249
37504	33070
37276	32906
37032	32765
36764	32614
36512	32416
36252	32300
36000	32132
35768	31948
35528	31804
35290	31652
35032	31546
34756	31404
34572	31273
34413	31091
34076	31003
33900	30872
33740	30689
33460	30605
33256	30476
33120	30314
32865	30198
32712	30100
32522	29928
32345	29844
32126	29672
31964	29530
31776	29428
31600	29289
31433	29101
31249	28966
31056	28816
30861	28672
30673	28548
30460	28368
30262	28236
30076	28064
29849	27976
29596	27768
29393	27678
29216	27494
28985	27400
28756	27260
28464	27080
28256	26984
28000	26816
27796	26748
27568	26598
27314	26492
27069	26380
26830	26284
26552	26178
26289	26088
26048	26002
25720	25952
25492	25944
25312	25808
25044	25758
24897	25708
24608	25672
24336	25704
24201	25640
23906	25592
23730	25574
23476	25626
23344	25600
23182	25665
22986	25664
22800	25705
22672	25792
22530	25885
22390	25980
22214	26084
22090	26248
22013	26425
21916	26544
21793	26716
21745	26908
21656	27108
21560	27274
21576	27524
21540	27700
21497	27952
21548	28178
21562	28389
21532	28644
21602	28836
21664	29032
21700	29284
21805	29496
21900	29663
21944	29852
22105	30032
22194	30196
22284	30356
22474	30509
22628	30641
22822	30784
22939	30912
23174	31029
23332	31152
23568	31262
23748	31380
23920	31501
24196	31605
24412	31745
24664	31828
24928	31996
25212	32108
25454	32264
25706	32400
25986	32554
26260	32752
26552	32896
26850	33104
27110	33276
27384	33464
27714	33712
27993	33872
28328	34080
28628	34360
28968	34536
29212	34796
29613	34992
29900	35274
30280	35548
30616	35780
30949	36032
31292	36312
31700	36492
32044	36724
32424	37040
32800	37181
33184	37440
33584	37644
34068	37884
34464	38200
34848	38320
35284	38540
35728	38756
36180	38848
36644	39115
37092	39266
37508	39320
38084	39424
38396	39626
38936	39620
39264	39848
39744	39916
40240	40000
40528	40036
40936	40008
41364	40164
41769	40188
42144	40236
42521	40235
42956	40304
43264	40296
43705	40285
44060	40292
44320	40364
44641	40396
44972	40416
45264	40489
45545	40492
45824	40516
46120	40572
46312	40650
46548	40672
46792	40746
47044	40760
47236	40818
47352	40888
47580	40960
47672	40992
47904	41054
48004	41120
48108	41192
48236	41260
48320	41321
48408	41393
48528	41468
48632	41544
48632	41613
48748	41716
48808	41812
48916	41898
48970	41992
49028	42096
49052	42185
49072	42292
49144	42364
49244	42457
49272	42546
49260	42632
49360	42696
49384	42768
49364	42820
49428	42872
49412	42918
49388	42964
49464	42976
49394	42976
49392	42970
49388	42968
49352	42954
49312	42904
49312	42864
49248	42812
49264	42768
49144	42696
49096	42602
48996	42520
48944	42433
48812	42332
48761	42217
48577	42088
48456	41961
48352	41838
48144	41696
48012	41564
47800	41392
47612	41256
47401	41076
47176	40912
46996	40756
46736	40584
46520	40412
46204	40212
46000	40064
45688	39876
45348	39672
45092	39457
44768	39272
44468	39076
44184	38880
43804	38618
43516	38452
43124	38176
42813	38002
42424	37740
42200	37501
41785	37296
41424	37036
40996	36792
40628	36521
40304	36340
39884	36088
39616	35844
39224	35636
38857	35424
38516	35126
38066	34904
37718	34714
37321	34456
37000	34284
36616	33993
36184	33732
35734	33488
35424	33308
35020	33021
34552	32772
34188	32521
33740	32278
33378	32034
32940	31800
32544	31516
32128	31276
31688	31040
31290	30814
30818	30532
30396	30309
29960	29980
29553	29733
29128	29465
28684	29257
28232	28965
27772	28712
27296	28466
26877	28212
26416	27980
25968	27736
25554	27493
25045	27260
24681	27040
24154	26864
23760	26620
23418	26350
22966	26156
22556	25972
22228	25737
21784	25548
21364	25352
21068	25186
20692	24956
20280	24803
19908	24596
19600	24512
19227	24368
18910	24246
18598	24052
18205	24036
17927	23910
17584	23844
17304	23789
17054	23728
16722	23665
16459	23642
16240	23571
15969	23564
15780	23568
15517	23552
15348	23476
15157	23510
14938	23498
14737	23496
14646	23448
14508	23418
14314	23430
14200	23401
14122	23320
14041	23305
13935	23260
13856	23206
13748	23154
13709	23024
13612	23029
13549	22874
13509	22862
13464	22820
13428	22714
13408	22652
13400	22492
13354	22460
13326	22461
13300	22391
13260	22430
13204	22388
13265	22291
13250	22265
13250	22262
13208	22185
13216	22204
13198	22200
13258	22180
13271	22165
13220	22200
13279	22256
13324	22314
13305	22328
13328	22396
13322	22392
13416	22453
13431	22560
13442	22700
13460	22765
13514	22849
13558	22966
13670	22988
13766	23238
13784	23316
13917	23502
14016	23620
14112	23788
14180	24024
14352	24190
14514	24364
14607	24594
14747	24772
14996	24964
15200	25122
15378	25370
15580	25508
15806	25754
16080	25905
16288	26177
16542	26306
16842	26500
17141	26656
17420	26808
17721	27010
18021	27180
18336	27332
18665	27428
18904	27544
19292	27748
19618	27872
19945	27993
20280	28172
20608	28188
20978	28372
21277	28457
21600	28616
22028	28761
22360	28884
22712	29012
23067	29148
23360	29284
23732	29424
24097	29586
24373	29740
24724	29900
25120	30070
25473	30240
25786	30442
26170	30594
26536	30768
26877	30972
27182	31124
27528	31314
27880	31504
28189	31716
28553	31908
28920	32114
29272	32332
29612	32560
29956	32820
30320	33016
30660	33248
31024	33508
31362	33720
31720	34032
32097	34205
32433	34496
32808	34672
33130	34904
33476	35128
33832	35448
34180	35638
34532	35764
34920	35992
35248	36224
35560	36340
35904	36508
36280	36712
36540	36800
36858	36945
37201	37072
37496	37198
37808	37396
38116	37468
38408	37628
38708	37652
39008	37740
39312	37960
39516	37953
39828	38144
39996	38144
40356	38234
40512	38433
40809	38480
40992	38568
41081	38728
41328	38772
41564	38874
41616	38956
41808	39052
42066	39136
42084	39324
42260	39444
42368	39548
42512	39626
42616	39741
42792	39776
42848	39925
43036	40008
43093	40176
43256	40288
43312	40306
43520	40522
43577	40528
43678	40644
43836	40861
43996	40896
44112	41024
44256	41196
44360	41328
44524	41473
44636	41517
44797	41720
45000	41770
45128	41952
45280	42050
45440	42141
45664	42272
45760	42340
46008	42388
46088	42528
46332	42592
46440	42605
46656	42716
46780	42752
46900	42804
47068	42848
47260	42818
47417	42848
47580	42872
47712	42888
47924	42909
48000	42930
48200	42881
48332	42916
48448	42896
48600	42896
48812	42844
48856	42829
48988	42816
49137	42824
49256	42804
49420	42784
49480	42772
49560	42764
49693	42720
49776	42712
49804	42712
49880	42680
49994	42696
50024	42657
50048	42677
50120	42660
50197	42656
50193	42664
50234	42656
50272	42668
50284	42688
50332	42700
50396	42728
50456	42760
50440	42786
50513	42818
50536	42872
50528	42916
50580	42960
50636	42996
50684	43058
50721	43100
50760	43144
50820	43184
50913	43220
50936	43264
50928	43300
51025	43320
51024	43329
51016	43344
51097	43356
51112	43365
51104	43352
51200	43336
51160	43325
51204	43320
51160	43288
51248	43248
51184	43228
51216	43200
51188	43152
51164	43105
51172	43060
51144	43019
51124	42972
51156	42925
51076	42868
51032	42818
51016	42784
50978	42736
50984	42684
50948	42652
50864	42588
50760	42540
50776	42472
50656	42420
50608	42372
50584	42332
50456	42284
50400	42232
50360	42180
50236	42136
50164	42082
50120	42032
50060	41986
50056	41952
49992	41928
49960	41906
49836	41890
49888	41868
49860	41876
49792	41866
49756	41872
49824	41876
49816	41868
49844	41889
49880	41912
49824	41926
49882	41948
49952	41940
49993	41960
50000	41960
50041	41960
50072	41940
50032	41944
50056	41916
50108	41892
50116	41848
50073	41777
50064	41696
50116	41636
50024	41552
49996	41452
49968	41346
49936	41213
49932	41088
49798	40992
49744	40868
49652	40732
49610	40564
49533	40464
49448	40292
49312	40180
49128	40036
48960	39860
48816	39684
48720	39584
48508	39392
48336	39288
48076	39128
47864	38916
47644	38788
47452	38596
47129	38480
46884	38308
46576	38128
46368	37937
46036	37792
45732	37632
45428	37452
45184	37320
44840	37136
44532	36996
44276	36848
44016	36676
43636	36523
43352	36368
43045	36228
42756	36076
42492	35937
42169	35788
41992	35633
41640	35480
41436	35324
41096	35168
40756	35005
40472	34833
40201	34660
39888	34464
39608	34282
39452	34074
39009	33888
38824	33666
38464	33452
38117	33218
37796	32976
37492	32720
37184	32492
36938	32246
36548	31952
36228	31680
35864	31420
35524	31126
35249	30857
34829	30560
34476	30264
34170	29952
33757	29644
33408	29344
33024	29054
32656	28754
32249	28419
31868	28113
31473	27788
31076	27469
30645	27145
30248	26833
29856	26512
29440	26182
29049	25884
28636	25564
28264	25225
27844	24916
27412	24593
27100	24285
26717	23981
26363	23685
25980	23388
25696	23106
25288	22814
25016	22564
24696	22268
24345	22017
24020	21780
23724	21506
23434	21261
23098	21036
22770	20796
22482	20582
22164	20352
21793	20145
21559	19905
21218	19691
20941	19488
20700	19261
20421	19060
20098	18824
19813	18640
19544	18406
19266	18200
18966	17981
18680	17769
18344	17573
18062	17336
17740	17120
17508	16906
17223	16706
16898	16510
16609	16288
16253	16109
16004	15896
15718	15721
15392	15513
15074	15340
14758	15184
14452	15004
14048	14865
13781	14695
13462	14563
13107	14400
12748	14312
12428	14148
12070	14014
11740	13904
11404	13796
11093	13744
10698	13672
10352	13545
10024	13504
9670	13473
9303	13480
8935	13373
8596	13358
8227	13380
7957	13276
7556	13360
7267	13332
6866	13478
6538	13438
6244	13514
5953	13616
5737	13619
5579	13794
5317	13873
5230	13992
5074	14138
4966	14230
4865	14466
4644	14522
4557	14704
4521	14710
4454	14980
4420	15077
4477	15230
4400	15392
4348	15449
4331	15650
4448	15648
4388	15802
4471	15846
4448	16075
4391	16085
4493	16189
4520	16120
4664	16144
4628	16236
4713	16422
4730	16529
4828	16436
4863	16408
4935	16668
5040	16728
5093	16744
5188	16836
5232	16882
5336	16932
5424	17020
5561	17026
5617	17213
5669	17191
5844	17394
5920	17457
5942	17589
6061	17670
6158	17682
6266	17872
6365	18014
6519	18110
6558	18145
6652	18264
6771	18524
6857	18622
6947	18715
7034	18905
7130	19153
7276	19244
7319	19486
7427	19666
7507	19848
7602	20048
7651	20196
7842	20478
7910	20662
7986	20700
8098	20868
8245	21034
8282	21428
8326	21626
8448	21865
8653	22036
8833	22128
9057	22386
9284	22498
9565	22744
9822	22828
10107	23026
10443	23170
10774	23355
11116	23418
11466	23437
11826	23756
12222	23712
12597	24041
12983	24144
13330	24269
13699	24440
14152	24605
14502	24744
14917	24872
15342	24986
15707	25091
16125	25376
16472	25474
16850	25717
17274	25900
17600	26088
17946	26261
18284	26474
18693	26624
19090	26784
19398	27028
19732	27205
20137	27457
20400	27682
20780	27869
21168	28096
21512	28298
21848	28546
22203	28786
22544	29017
22893	29277
23226	29512
23540	29748
23946	30012
24302	30268
24656	30580
25052	30808
25425	31086
25801	31328
26204	31636
26568	31872
26962	32128
27336	32416
27728	32641
28060	32976
28484	33188
28856	33380
29236	33675
29613	33849
29976	34204
30340	34392
30704	34596
31072	34804
31436	35000
31768	35205
32136	35412
32484	35714
32824	35953
33136	36041
33472	36354
33854	36556
34121	36756
34438	36992
34808	37092
35056	37384
35394	37644
35689	37871
35944	38010
36219	38313
36481	38496
36820	38764
37012	39024
37340	39276
37533	39528
37768	39696
38036	40000
38260	40122
38512	40348
38740	40616
38948	40869
39168	41012
39456	41384
39640	41594
39896	41724
40074	42048
40416	42260
40612	42442
40872	42683
41080	42836
41256	42996
41596	43232
41880	43492
42016	43624
42280	43820
42540	44015
42784	44272
43056	44452
43328	44564
43544	44729
43820	44889
44056	45104
44304	45252
44620	45344
44792	45524
45064	45636
45333	45696
45480	45820
45744	45952
45924	46020
46128	46120
46412	46200
46553	46329
46724	46440
46912	46504
47108	46524
47340	46664
47432	46660
47604	46748
47716	46832
47920	46916
48061	46965
48172	46952
48232	47056
48309	47106
48400	47088
48489	47112
48504	47136
48624	47152
48636	47232
48672	47218
48669	47244
48736	47184
48660	47232
48680	47225
48680	47160
48662	47186
48632	47176
48600	47176
48678	47140
48656	47128
48570	47156
48612	47126
48544	47148
48540	47156
48552	47196
48612	47268
48544	47264
48632	47312
48552	47316
48562	47321
48612	47324
48692	47400
48664	47401
48644	47354
48736	47364
48752	47392
48708	47352
48720	47292
48768	47282
48752	47213
48752	47136
48721	47072
48776	46994
48748	46904
48764	46849
48728	46704
48650	46652
48600	46485
48624	46380
48528	46262
48465	46088
48436	45940
48320	45746
48304	45592
48212	45458
48096	45316
47924	45140
47840	44928
47688	44728
47584	44545
47412	44401
47252	44188
47080	43968
46940	43844
46760	43648
46564	43440
46428	43244
46240	42956
45984	42744
45776	42560
45596	42332
45348	42172
45116	41852
44896	41628
44692	41408
44480	41240
44328	41026
44064	40772
43832	40493
43668	40237
43384	39988
43180	39824
42940	39492
42696	39296
42596	39024
42256	38768
42177	38514
41885	38280
41692	38036
41428	37696
41192	37408
40896	37164
40708	36832
40440	36600
40196	36304
39984	36000
39842	35648
39608	35360
39289	35069
39168	34712
38824	34376
38608	34061
38428	33736
38124	33420
37888	33137
37656	32800
37393	32465
37160	32160
36905	31852
36672	31536
36416	31240
36152	30932
35931	30636
35632	30342
35472	30049
35172	29776
34873	29493
34601	29218
34300	28945
33997	28678
33820	28424
33441	28168
33144	27930
32912	27694
32604	27448
32336	27214
32000	26992
31717	26768
31409	26552
31101	26337
30812	26141
30518	25936
30209	25760
29916	25585
29640	25406
29360	25238
29045	25090
28796	24958
28508	24804
28248	24677
27984	24556
27700	24424
27448	24316
27144	24184
26945	24084
26672	23961
26424	23848
26161	23717
25906	23596
25664	23482
25437	23356
25192	23248
24936	23104
24700	22972
24498	22828
24208	22710
23990	22544
23748	22401
23544	22284
23272	22112
23040	21980
22802	21844
22560	21668
22370	21512
22107	21368
21869	21222
21610	21080
21392	20962
21248	20802
20984	20664
20749	20542
20546	20428
20364	20290
20160	20196
19984	20086
19794	19997
19597	19933
19408	19852
19164	19708
19006	19678
18848	19560
18768	19532
18568	19494
18417	19434
18300	19391
18130	19340
17953	19316
17810	19286
17680	19232
17550	19238
17498	19264
17379	19308
17286	19272
17250	19289
17227	19364
17066	19381
17072	19461
17009	19482
17026	19620
16960	19602
16970	19716
17018	19820
17038	19856
17042	19904
17101	20029
17100	20022
17124	20117
17228	20197
17284	20232
17444	20324
17528	20368
17600	20464
17782	20532
17868	20632
18032	20680
18102	20733
18282	20810
18426	20897
18575	21009
18820	21153
18944	21224
19120	21330
19306	21426
19464	21601
19624	21712
19810	21838
19904	21992
20132	22154
20250	22268
20419	22444
20582	22604
20688	22836
20855	23002
21048	23188
21222	23357
21356	23576
21414	23796
21666	24057
21692	24248
21884	24476
21990	24728
22153	24988
22332	25241
22456	25496
22664	25807
22778	26088
22908	26372
23132	26688
23293	27057
23481	27308
23638	27618
23846	27973
23989	28270
24194	28600
24420	28956
24628	29237
24817	29582
25004	29894
25238	30228
25452	30496
25648	30808
25872	31064
26053	31356
26324	31646
26544	31928
26768	32176
27028	32400
27250	32660
27482	32892
27725	33114
27945	33348
28192	33578
28432	33785
28632	34052
28885	34206
29120	34453
29352	34592
29560	34753
29794	35000
30018	35188
30243	35436
30452	35552
30672	35816
30873	36004
31090	36209
31308	36460
31520	36600
31725	36806
31920	37036
32152	37268
32330	37464
32556	37568
32776	37832
32938	37980
33176	38154
33402	38480
33606	38624
33869	38765
34070	38960
34304	39149
34544	39408
34776	39524
35040	39821
35356	39904
35576	40104
35848	40392
36160	40504
36433	40588
36740	40852
37096	40980
37392	41200
37680	41376
38081	41556
38380	41636
38720	41736
38994	41802
39348	41880
39780	42064
40138	42168
40472	42209
40680	42177
41124	42340
41448	42288
41648	42352
41940	42425
42264	42416
42576	42440
42828	42528
43100	42492
43368	42532
43613	42550
43868	42588
44100	42568
44340	42601
44564	42640
44752	42656
44936	42664
45106	42632
45268	42568
45416	42585
45536	42617
45736	42664
45788	42596
45892	42664
45952	42592
46044	42576
46120	42645
46116	42592
46208	42624
46232	42680
46248	42604
46224	42624
46200	42704
46176	42672
46184	42766
46176	42796
46164	42796
46148	42848
46148	42900
46120	42892
46112	42949
46152	43072
46160	43048
46144	43144
46096	43177
46064	43305
46108	43328
46096	43408
46114	43448
46096	43492
46142	43488
46089	43552
46080	43588
46082	43544
46069	43540
46088	43544
46092	43512
46108	43468
46048	43504
46080	43385
45988	43392
45984	43260
45924	43184
45880	43152
45824	43068
45772	42908
45716	42808
45642	42712
45568	42596
45548	42552
45400	42448
45360	42224
45186	42188
45065	42004
44952	41864
44876	41802
44684	41580
44573	41444
44428	41320
44212	41232
44076	41028
43912	40932
43688	40825
43540	40576
43308	40488
43104	40316
42900	40112
42727	40028
42613	39785
42314	39672
42184	39549
42020	39364
41728	39124
41532	38928
41367	38745
41196	38576
41120	38408
40856	38288
40669	38128
40440	37914
40400	37732
40092	37508
39984	37318
39821	37136
39612	36872
39488	36736
39360	36523
39132	36253
39016	35969
38804	35793
38656	35516
38554	35228
38324	35008
38164	34716
38006	34398
37840	34178
37676	33826
37521	33544
37401	33264
37196	33000
37060	32664
36834	32395
36720	32070
36508	31784
36320	31476
36153	31192
35968	30913
35752	30605
35594	30329
35360	30050
35234	29761
34932	29488
34720	29221
34484	28961
34273	28700
34032	28449
33800	28204
33568	27962
33352	27716
33062	27490
32829	27272
32540	27048
32296	26825
32009	26628
31752	26424
31474	26234
31213	26036
30942	25886
30674	25710
30404	25560
30146	25408
29892	25284
29644	25150
29392	25037
29150	24923
28920	24832
28658	24728
28452	24642
28184	24544
28008	24464
27740	24366
27560	24282
27332	24185
27137	24108
26936	24008
26744	23920
26552	23824
26388	23728
26164	23622
25976	23512
25756	23404
25641	23294
25448	23196
25289	23067
25084	22948
24930	22832
24756	22718
24554	22610
24344	22492
24176	22376
24009	22265
23880	22154
23709	22060
23581	21964
23392	21864
23214	21796
23084	21704
22892	21634
22712	21582
22532	21516
22384	21460
22272	21416
22086	21365
21925	21314
21812	21296
21710	21274
21601	21210
21418	21232
21292	21188
21152	21224
21088	21166
20976	21232
20872	21216
20756	21276
20656	21312
20616	21329
20518	21416
20374	21473
20364	21504
20278	21600
20252	21700
20212	21768
20148	21876
20105	22000
20066	22170
20096	22272
20096	22396
20016	22494
20114	22653
20107	22813
20136	22921
20188	23054
20228	23164
20318	23344
20360	23456
20480	23632
20537	23760
20656	23866
20793	24028
20912	24120
21044	24283
21148	24438
21306	24590
21507	24756
21664	24912
21845	25065
22050	25317
22221	25460
22428	25633
22654	25824
22834	26048
23060	26260
23227	26485
23490	26712
23668	26933
23937	27172
24052	27400
24304	27649
24496	27888
24708	28204
24904	28416
25176	28722
25277	28949
25586	29270
25772	29468
25957	29736
26137	30000
26354	30280
26529	30541
26738	30817
26892	31104
27093	31354
27305	31638
27568	31896
27734	32170
27976	32424
28224	32712
28428	32925
28656	33172
28912	33400
29136	33636
29420	33856
29676	34073
29932	34280
30196	34488
30466	34716
30744	34824
31012	35004
31296	35088
31584	35204
31896	35316
32168	35424
32454	35522
32796	35640
33060	35676
33376	35817
33712	35776
33976	35836
34336	35952
34618	35968
34898	36032
35206	35928
35601	35932
35836	36012
36192	36032
36441	35992
36760	36025
37137	36014
37352	36104
37680	36133
37936	36146
38293	36080
38592	36118
38816	36228
39017	36256
39264	36284
39521	36254
39754	36326
40041	36344
40300	36456
40442	36461
40692	36528
40894	36588
41140	36634
41376	36733
41578	36752
41888	36845
42012	36938
42320	36988
42540	37088
42632	37174
42964	37236
43089	37316
43408	37428
43572	37506
43804	37577
44076	37680
44264	37760
44460	37840
44700	37912
44976	37990
45136	38064
45388	38124
45636	38172
45780	38224
45984	38272
46176	38292
46364	38316
46560	38340
46796	38340
46888	38390
47072	38358
47200	38368
47388	38420
47492	38364
47592	38364
47740	38440
47848	38360
47944	38441
48056	38380
48196	38460
48248	38484
48280	38420
48408	38420
48460	38464
48540	38500
48485	38528
48528	38592
48620	38568
48552	38580
48556	38696
48560	38712
48584	38748
48544	38712
48544	38843
48452	38796
48484	38856
48361	38964
48320	39008
48268	38980
48260	39092
48122	39160
48120	39204
48028	39236
47976	39308
47904	39408
47872	39524
47824	39580
47789	39705
47708	39768
47648	39873
47648	39980
47608	40068
47506	40176
47468	40252
47424	40348
47374	40452
47305	40513
47304	40592
47234	40680
47144	40736
47084	40769
47064	40842
47008	40865
46920	40920
46784	40972
46708	40980
46624	40984
46528	41026
46464	41032
46328	41005
46240	41024
46200	41032
46089	40992
45960	40960
45824	40988
45664	40928
45572	40898
45384	40884
45248	40821
45088	40802
44920	40732
44788	40762
44618	40664
44424	40596
44252	40608
44088	40512
43904	40520
43732	40468
43560	40336
43381	40292
43232	40296
43000	40132
42848	40164
42704	40056
42493	40000
42350	39852
42288	39780
42032	39758
41968	39732
41772	39572
41708	39488
41512	39404
41544	39344
41305	39156
41272	39064
41088	38944
41040	38912
40980	38804
40932	38596
40889	38492
40784	38285
40588	38140
40586	38056
40516	37800
40393	37604
40224	37500
40120	37250
40160	37080
39952	36844
39792	36576
39789	36321
39588	36096
39496	35876
39276	35608
39104	35360
38988	35144
38810	34825
38692	34569
38452	34312
38249	34034
38072	33816
37852	33560
37681	33284
37504	33036
