CH3	CH4
21568	23924
21354	23784
21184	23636
21018	23536
20880	23386
20704	23280
20633	23130
20495	23088
20298	23005
20256	22860
20144	22770
20003	22692
19978	22606
19896	22562
19821	22500
19770	22404
19650	22376
19664	22364
19640	22292
19592	22211
19570	22151
19566	22128
19549	22036
19497	21962
19498	21888
19493	21795
19504	21704
19482	21654
19424	21570
19496	21436
19444	21353
19474	21288
19469	21161
19414	21022
19400	20920
19410	20792
19428	20701
19371	20616
19390	20465
19349	20366
19308	20261
19273	20172
19232	20048
19150	19980
19072	19834
18984	19772
18948	19673
18876	19636
18794	19541
18692	19444
18576	19428
18388	19382
18296	19289
18158	19270
17985	19244
17868	19220
17714	19217
17570	19208
17426	19202
17250	19200
17076	19244
16944	19272
16746	19305
16654	19308
16484	19380
16302	19428
16211	19453
16073	19568
15928	19586
15770	19640
15665	19650
15586	19773
15458	19768
15368	19830
15294	19922
15187	19972
15192	20024
15132	20080
15115	20094
15056	20132
15016	20181
14983	20216
14960	20160
14945	20260
14888	20305
14920	20253
14926	20256
14974	20221
14920	20260
14916	20234
14972	20296
14930	20344
14913	20316
14994	20324
14935	20340
15007	20352
15010	20384
14992	20374
14989	20457
14994	20444
15002	20498
15011	20498
15037	20513
15037	20548
15041	20612
15017	20741
15024	20797
15044	20876
15083	20976
15085	21090
15100	21148
15112	21204
15152	21445
15112	21577
15180	21712
15274	21880
15332	22061
15318	22260
15393	22420
15468	22689
15626	22920
15672	23114
15839	23368
15969	23610
16040	23824
16256	24029
16398	24301
16576	24548
16771	24745
16960	25016
17210	25217
17412	25500
17612	25718
17885	25888
18140	26201
18395	26418
18636	26640
18932	26787
19212	26973
19540	27216
19774	27416
20088	27612
20352	27764
20617	27956
20928	28120
21213	28284
21552	28426
21816	28656
22122	28822
22360	28977
22611	29200
22904	29348
23212	29590
23438	29762
23692	29884
23986	30084
24232	30277
24460	30488
24718	30702
24890	30912
25165	31128
25414	31348
25588	31632
25816	31844
26124	32056
26358	32276
26573	32516
26788	32768
27064	33072
27256	33224
27530	33500
27842	33740
28108	34002
28356	34252
28592	34484
28900	34708
29208	34956
29488	35192
29728	35481
30060	35722
30338	35870
30644	36100
30956	36364
31305	36620
31576	36796
31896	36952
32260	37208
32528	37386
32864	37569
33180	37696
33500	37893
33824	38080
34164	38304
34514	38372
34820	38608
35180	38740
35488	38860
35800	38956
36128	39200
36464	39296
36776	39404
37120	39572
37412	39818
37740	39904
38020	40098
38340	40220
38624	40434
38925	40528
39196	40832
39548	41012
39736	41098
39992	41297
40256	41388
40572	41570
40793	41837
40968	41968
41160	42160
41362	42304
41564	42520
41868	42724
42000	42881
42110	43041
42289	43256
42465	43412
42634	43636
42894	43817
43068	44024
43128	44200
43280	44360
43456	44592
43680	44752
43756	44984
43968	45116
44060	45348
44189	45508
44428	45702
44516	45848
44648	46016
44768	46140
44924	46304
45052	46456
45192	46648
45340	46772
45440	46908
45650	46996
45768	47172
45814	47232
45928	47400
46080	47460
46160	47568
46296	47712
46346	47804
46432	47873
46512	47984
46604	48096
46661	48160
46712	48232
46824	48364
46816	48456
46876	48560
46880	48632
46889	48756
46912	48800
46891	48920
46884	49044
46852	49132
46834	49184
46764	49252
46712	49354
46680	49488
46676	49565
46520	49640
46456	49701
46412	49772
46272	49808
46200	49912
46176	49964
46018	50024
45996	50064
45857	50112
45784	50148
45700	50164
45600	50224
45528	50276
45474	50292
45409	50304
45360	50292
45337	50282
45268	50312
45228	50316
45180	50276
45160	50288
45112	50274
45072	50184
45056	50184
44976	50140
44924	50032
44929	50004
44848	49876
44768	49840
44792	49744
44652	49608
44668	49560
44608	49408
44516	49265
44394	49196
44389	49088
44268	48946
44249	48796
44128	48661
44080	48508
43929	48336
43872	48186
43808	48064
43640	47936
43628	47796
43448	47578
43323	47464
43244	47317
43077	47112
43032	46996
42900	46792
42705	46632
42528	46504
42432	46340
42320	46124
42140	45952
42008	45764
41860	45584
41796	45448
41666	45221
41444	45048
41338	44880
41320	44700
41056	44548
40948	44328
40953	44136
40700	43940
40644	43748
40476	43580
40368	43396
40234	43184
40129	42954
40005	42732
40016	42528
39796	42276
39637	42044
39628	41913
39360	41628
39212	41348
39124	41000
38896	40714
38796	40432
38570	40074
38352	39868
38236	39444
37956	39200
37752	38869
37600	38540
37292	38208
37056	37800
36868	37372
36612	37152
36298	36688
36061	36361
35753	36041
35464	35612
35180	35264
34866	34941
34548	34668
34224	34304
33904	33937
33624	33621
33248	33304
32913	33026
32545	32773
32224	32409
31794	32128
31476	31880
31081	31556
30730	31296
30248	31018
29896	30816
29581	30500
29189	30229
28769	29974
28424	29764
28016	29494
27736	29253
27340	29012
27032	28788
26685	28564
26376	28412
26068	28144
25789	27940
25444	27744
25160	27530
24870	27348
24548	27208
24264	26972
24012	26776
23749	26600
23440	26426
23264	26244
22980	26064
22749	25893
22467	25728
22300	25542
21993	25376
21746	25222
21601	25016
21386	24868
21148	24693
20980	24548
20752	24404
20558	24230
20334	24082
20160	23945
19989	23760
19753	23682
19634	23545
19437	23384
19224	23321
19094	23214
18941	23104
18718	23000
18624	22900
18418	22889
18306	22821
18128	22709
17965	22638
17802	22644
17652	22508
17540	22514
17408	22434
17272	22456
17149	22454
17038	22452
16916	22396
16770	22430
16654	22394
16581	22393
16480	22426
16402	22360
16269	22440
16265	22425
16186	22500
16124	22472
16021	22470
16028	22540
15972	22668
15980	22668
15958	22677
15928	22816
15956	22748
15960	22880
15976	22945
15986	23004
16000	22964
16044	23064
16079	23065
16085	23064
16137	23096
16180	23124
16225	23064
16256	23112
16269	23065
16300	23056
16320	22957
16360	22937
16387	22938
16336	22944
16360	22904
16404	22824
16333	22748
16358	22742
16326	22602
16344	22604
16288	22594
16268	22488
16228	22372
16186	22410
16118	22342
16093	22274
15972	22234
15936	22189
15872	22149
15797	22120
15733	22017
15624	22092
15584	22049
15474	22031
15394	22040
15304	21984
15196	21940
15173	22052
15041	22024
14985	22086
14945	22090
14824	22056
14840	22125
14789	22181
14722	22128
14670	22200
14646	22246
14660	22437
14672	22472
14718	22573
14652	22646
14692	22698
14819	22825
14870	22880
15010	22968
15116	23050
15206	23124
15394	23169
15562	23148
15773	23305
15992	23258
16230	23385
16449	23388
16756	23408
17010	23428
17372	23368
17660	23353
18032	23396
18396	23369
18768	23425
19180	23362
19512	23328
19937	23304
20322	23276
20742	23272
21212	23232
21634	23204
22072	23208
22476	23229
22966	23181
23436	23226
23853	23188
24280	23197
24656	23204
25146	23229
25604	23272
26036	23280
26408	23306
26956	23356
27329	23400
27808	23434
28232	23496
28629	23539
29068	23606
29500	23666
29920	23742
30334	23848
30765	23925
31190	24016
31609	24120
32029	24234
32480	24361
32888	24482
33344	24584
33769	24732
34180	24868
34572	25015
35036	25142
35416	25296
35836	25457
36257	25562
36633	25706
37076	25877
37432	26030
37812	26134
38224	26296
38528	26442
38878	26570
39256	26700
39570	26828
39884	26946
40248	27008
40500	27220
40808	27220
41064	27320
41345	27570
41600	27610
41856	27841
42133	27973
42401	28108
42576	28232
42852	28396
43008	28540
43152	28596
43320	28850
43496	29022
43632	29213
43777	29368
43960	29505
44040	29665
44164	29738
44268	30056
44360	30218
44508	30392
44525	30592
44628	30736
44664	30992
44792	31080
44804	31330
44920	31468
44960	31652
44964	31875
45040	32005
45112	32268
45136	32450
45208	32600
45224	32864
45324	33012
45356	33252
45416	33400
45560	33651
45573	33864
45657	33984
45732	34232
45832	34416
45920	34588
46004	34808
46132	34986
46240	35217
46256	35418
46420	35644
46456	35837
46565	35948
46656	36146
46737	36356
46876	36572
46972	36800
47108	36888
47136	37170
47260	37340
47312	37524
47464	37656
47480	37801
47656	38056
47728	38192
47760	38328
47848	38532
47928	38716
48024	38840
48090	39049
48232	39202
48296	39412
48282	39564
48392	39722
48436	39872
48512	39984
48544	40140
48576	40298
48642	40456
48692	40560
48696	40717
48720	40810
48780	40944
48856	41032
48832	41124
48924	41248
48864	41344
48977	41428
48920	41500
48948	41600
49040	41664
49000	41732
49048	41804
49072	41864
49156	41904
49112	41960
49132	42000
49112	42036
49142	42052
49216	42089
49156	42104
49192	42113
49144	42101
49060	42104
49068	42096
49008	42072
48944	42056
48876	42036
48820	41996
48736	41960
48668	41920
48568	41884
48496	41836
48344	41760
48180	41728
48020	41681
47876	41620
47684	41552
47552	41512
47304	41424
47140	41400
46880	41326
46640	41260
46428	41240
46173	41149
45896	41068
45624	41049
45368	40996
45065	40904
44846	40912
44496	40836
44264	40757
43960	40725
43568	40552
43280	40504
42976	40372
42640	40332
42314	40268
42048	40108
41792	39980
41402	39748
41168	39692
40796	39421
40512	39284
40260	39088
39968	39008
39732	38754
39460	38520
39232	38444
39032	38156
38768	38028
38668	37752
38372	37632
38152	37405
37984	37101
37804	36939
37681	36770
37504	36481
37348	36288
37201	36025
37081	35776
36936	35620
36848	35324
36736	35097
36576	34828
36464	34632
36356	34384
36260	34104
36172	33952
36096	33652
36024	33394
35932	33211
35836	32929
35760	32732
35692	32440
35604	32202
35504	32028
35484	31746
35360	31528
35302	31282
35218	31058
35138	30828
35084	30604
34996	30385
34920	30164
34852	29960
34784	29720
34669	29505
34596	29284
34536	29068
34413	28856
34308	28645
34225	28421
34128	28208
34032	28000
33960	27792
33896	27580
33748	27384
33708	27172
33552	26996
33502	26815
33356	26637
33252	26450
33148	26317
33052	26173
32929	26032
32846	25904
32728	25768
32644	25701
32512	25569
32416	25472
32292	25429
32196	25345
32057	25281
31964	25240
31820	25168
31712	25114
31590	25085
31444	25036
31342	24996
31161	24956
31010	24925
30848	24872
30684	24833
30512	24781
30328	24764
30129	24724
29924	24692
29724	24653
29512	24609
29296	24588
29024	24552
28786	24529
28534	24504
28320	24488
28024	24480
27756	24450
27458	24468
27168	24454
26888	24461
26626	24456
26274	24468
25961	24470
25636	24504
25344	24528
25025	24581
24704	24600
24392	24648
24037	24760
23715	24812
23369	24834
23052	24948
22729	24984
22409	25116
22116	25260
21764	25302
21484	25408
21176	25541
20846	25657
20563	25788
20350	25952
20102	26076
19828	26221
19556	26360
19318	26446
19033	26700
18824	26788
18678	27000
18509	27116
18284	27238
18120	27284
18006	27504
17808	27564
17716	27712
17536	27874
17432	28024
17308	28080
17280	28140
17174	28244
17052	28352
17000	28368
16936	28488
16868	28589
16813	28701
16772	28737
16640	28800
16662	28840
16574	28849
16560	28916
16482	28896
16445	29142
16442	29180
16388	29216
16352	29293
16331	29392
16242	29472
16274	29469
16241	29626
16232	29754
16228	29692
16160	29738
16226	29940
16210	30034
16236	30140
16208	30243
16249	30294
16296	30392
16328	30296
16377	30596
16480	30726
16585	30720
16696	30728
16768	31028
16942	31116
17072	31224
17208	31360
17422	31400
17632	31552
17835	31664
18036	31756
18312	31861
18565	31921
18829	32078
19156	32185
19448	32232
19777	32300
20096	32349
20442	32480
20796	32516
21097	32524
21565	32548
21944	32565
22302	32576
22732	32604
23147	32596
23518	32620
23956	32568
24388	32576
24740	32516
25192	32513
25679	32500
26104	32468
26464	32426
26925	32408
27384	32456
27781	32388
28180	32328
28601	32320
29032	32344
29417	32380
29816	32286
30252	32292
30637	32304
31012	32312
31416	32336
31801	32384
32160	32388
32496	32513
32882	32473
33224	32516
33570	32588
33932	32688
34248	32688
34581	32777
34900	32848
35224	32906
35632	32908
35912	33001
36233	33060
36633	33156
36976	33236
37252	33312
37576	33424
37904	33508
38228	33604
38656	33712
38988	33802
39212	33884
39537	33996
39936	34076
40184	34180
40446	34276
40768	34384
41048	34468
41324	34576
41701	34693
41866	34800
42120	34881
42452	35000
42672	35132
42888	35208
43144	35333
43272	35492
43552	35600
43680	35690
43868	35840
44044	35952
44226	36104
44456	36240
44624	36396
44724	36533
44940	36708
45020	36862
45168	36976
45292	37125
45481	37280
45564	37402
45716	37544
45836	37724
45936	37828
45984	37994
46128	38136
46192	38236
46272	38364
46392	38490
46454	38584
46620	38689
46644	38774
46710	38872
46865	38956
46884	39048
47024	39152
47108	39196
47160	39264
47184	39308
47316	39397
47356	39444
47432	39445
47528	39485
47648	39516
47688	39568
47788	39548
47858	39556
48024	39564
48040	39588
48132	39617
48240	39616
48330	39584
48476	39532
48538	39568
48666	39584
48680	39508
48840	39460
48840	39432
49012	39440
49004	39440
49088	39424
49146	39424
49204	39352
49312	39348
49353	39354
49392	39464
49416	39381
49376	39400
49360	39500
49412	39532
49400	39620
49308	39708
49288	39736
49224	39872
49220	39890
49172	40008
49098	40160
48992	40248
48852	40366
48760	40538
48660	40673
48504	40796
48452	40933
48266	41088
48138	41245
47988	41388
47924	41556
47775	41684
47624	41856
47513	41968
47360	42141
47212	42272
47132	42428
47008	42580
46844	42656
46800	42820
46680	42960
46616	43068
46472	43168
46432	43232
46328	43312
46308	43456
46192	43528
46124	43596
46092	43617
46080	43684
45972	43770
45932	43816
45940	43890
45850	43868
45844	43872
45770	43912
45728	43913
45684	43996
45708	43960
45584	44026
45601	44008
45512	44004
45448	43968
45472	44040
45408	43948
45340	44017
45248	43968
45252	43964
45124	43944
45056	43996
45000	43908
44956	43980
44784	43968
44760	43888
44624	43884
44528	43906
44480	43876
44320	43898
44224	43820
44121	43785
44092	43844
43936	43792
43849	43768
43666	43720
43636	43684
43512	43602
43312	43568
43200	43570
43080	43484
43058	43424
42888	43360
42752	43360
42724	43296
42568	43284
42380	43108
42306	43056
42272	43056
42048	42904
41924	42772
41928	42680
41737	42552
41556	42418
41428	42276
41292	42176
41292	42088
41024	41876
40936	41768
40729	41496
40576	41456
40420	41113
40308	41008
40080	40792
39892	40481
39696	40260
39508	40120
39368	39784
39164	39616
38848	39328
38624	39176
38440	38852
38112	38528
37900	38344
37652	37984
37336	37840
37040	37445
36690	37206
36356	36922
36018	36728
35708	36432
35364	36244
35005	35884
34668	35596
34324	35352
33968	35104
33608	34960
33240	34692
32858	34400
32482	34182
32073	33970
31780	33833
31377	33680
30980	33378
30662	33240
30352	33014
29966	32964
29664	32760
29344	32540
29020	32416
28714	32340
28412	32128
28125	32000
27844	31896
27558	31765
27276	31652
27052	31540
26801	31420
26554	31371
26296	31216
26080	31096
25864	31012
25652	30900
25405	30808
25240	30669
24968	30528
24824	30416
24586	30308
24474	30200
24242	30048
24072	29978
23920	29808
23761	29688
23540	29556
23433	29476
23288	29329
23109	29216
22952	29104
22800	29001
22609	28872
22512	28872
22361	28704
22192	28660
21992	28541
21793	28504
21694	28421
21496	28348
21306	28302
21142	28269
20969	28160
20720	28176
20584	28184
20400	28086
20228	28048
20073	28008
19866	27961
19638	27940
19432	27896
19298	27816
19076	27784
18939	27733
18770	27664
18606	27609
18445	27554
18292	27481
18173	27457
18024	27426
17904	27276
17809	27208
17684	27248
17582	27188
17528	27136
17462	27048
17434	26945
17396	26968
17348	26948
17326	26828
17299	26797
17293	26720
17272	26638
17265	26542
17284	26419
17330	26349
17356	26228
17388	26112
17417	26016
17428	25888
17440	25752
17472	25616
17484	25444
17561	25300
17596	25212
17570	24989
17644	24918
17597	24780
17656	24660
17688	24512
17654	24412
17665	24180
17672	24054
17685	23940
17696	23832
17600	23736
17626	23584
17600	23422
17550	23380
17517	23250
17493	23166
17404	23064
17332	22934
17264	22848
17203	22785
17108	22764
17012	22690
16872	22610
16790	22530
16692	22552
16592	22497
16492	22520
16356	22544
16293	22474
16144	22540
16073	22472
15960	22520
15848	22508
15762	22572
15631	22613
15534	22674
15425	22748
15342	22800
15248	22774
15139	22888
15053	22872
14966	22948
14877	22966
14805	22922
14698	23018
14649	23004
14612	22987
14551	23020
14508	23028
14482	22968
14424	23063
14347	23044
14360	22986
14324	23056
14306	22977
14252	22984
14254	22916
14248	22957
14245	23010
14224	23005
14228	23032
14203	23001
14245	22896
14284	23022
14320	22920
14356	23080
14384	23100
14380	23102
14385	23129
14456	23188
14522	23237
14604	23226
14672	23332
14776	23397
14846	23464
14939	23443
15022	23660
15180	23696
15297	23853
15448	23950
15608	24114
15748	24246
15966	24336
16152	24508
16308	24705
16550	24892
16808	25034
17032	25236
17305	25440
17572	25576
17821	25809
18150	25925
18436	26052
18764	26272
19058	26413
19420	26557
19748	26688
20100	26836
20449	27012
20778	27064
21192	27184
21588	27256
21991	27352
22320	27466
22806	27497
23168	27564
23586	27608
24040	27668
24460	27706
24876	27724
25248	27752
25720	27784
26136	27862
26560	27884
26936	27920
27424	27916
27832	27952
28247	27997
28669	28059
29065	28144
29424	28144
29824	28244
30276	28257
30692	28325
31037	28433
31448	28489
31802	28576
32240	28637
32596	28716
33024	28804
33388	28880
33758	28978
34112	29092
34514	29190
34916	29309
35324	29409
35658	29529
36114	29642
36401	29769
36868	29920
37162	30032
37568	30176
37968	30309
38288	30461
38688	30556
39064	30743
39434	30872
39794	31017
40152	31146
40592	31226
40861	31361
41226	31558
41548	31624
41909	31813
42272	31928
42600	32056
42880	32150
43156	32342
43540	32509
43764	32577
44120	32713
44324	32840
44616	32960
44893	33100
45228	33184
45492	33336
45740	33460
45972	33636
46248	33709
46468	33824
46756	33940
46992	34042
47236	34144
47448	34284
47720	34412
47928	34504
48140	34696
48350	34770
48568	34844
48816	34954
49048	35072
49232	35193
49437	35305
49547	35396
49724	35526
49937	35628
50169	35748
50292	35836
50536	35932
50696	36042
50884	36145
50996	36296
51192	36380
51338	36512
51544	36612
51688	36704
51793	36852
51956	36912
52192	36908
52282	37133
52425	37248
52592	37369
52692	37500
52808	37548
53016	37664
53120	37738
53172	37856
53260	37993
53440	38040
53432	38148
53481	38262
53616	38354
53660	38464
53616	38536
53648	38632
53708	38776
53728	38870
53688	38992
53680	39136
53704	39192
53616	39362
53624	39448
53468	39592
53460	39666
53348	39802
53248	39938
53120	40090
53092	40281
52924	40356
52832	40472
52664	40608
52474	40772
52328	40957
52168	41108
52064	41261
51884	41344
51672	41492
51536	41680
51344	41796
51137	41932
50968	42048
50752	42170
50665	42285
50472	42400
50256	42497
50116	42572
49996	42648
49832	42736
49632	42768
49556	42828
49300	42873
49200	42900
49016	42872
48920	42866
48724	42848
48584	42816
48448	42768
48336	42740
48136	42636
47980	42568
47900	42482
47704	42384
47552	42248
47424	42089
47204	41952
47060	41764
46912	41608
46752	41432
46576	41253
46412	41032
46260	40841
46112	40648
45930	40456
45768	40288
45516	40084
45332	39890
45176	39692
44948	39490
44736	39276
44560	39056
44273	38880
44064	38688
43868	38481
43540	38285
43320	38085
43096	37917
42784	37684
42632	37524
42253	37312
41992	37096
41724	36936
41442	36724
41192	36556
40892	36309
40609	36112
40350	35912
40081	35768
39828	35524
39608	35332
39384	35172
39048	34981
38793	34788
38592	34618
38300	34418
38016	34246
37716	34065
37448	33970
37224	33760
36923	33622
36724	33462
36388	33252
36132	33120
35908	32948
35668	32829
35352	32605
35040	32444
34810	32262
34492	32144
34188	31904
33933	31757
33608	31524
33316	31342
33012	31188
32744	30940
32396	30778
32098	30514
31796	30372
31458	30168
31138	29896
30810	29696
30452	29504
30138	29325
29818	29144
29477	28972
29128	28857
28780	28638
28396	28492
28009	28340
27688	28219
27289	28088
26912	27981
26589	27872
26178	27768
25818	27772
25472	27622
25025	27564
24708	27512
24338	27456
23926	27421
23605	27408
23209	27412
22842	27400
22529	27413
22126	27498
21756	27466
21428	27508
21041	27529
20692	27600
20331	27604
19945	27692
19634	27692
19322	27800
18986	27883
18582	27990
18310	28005
17972	28080
17637	27992
17275	28164
17030	28176
16694	28201
16401	28260
16118	28251
15821	28233
15549	28342
15256	28353
14976	28304
14701	28360
14390	28356
14176	28320
13856	28378
13599	28376
13385	28356
13136	28352
12874	28329
12636	28132
12362	28334
12173	28321
11908	28113
11765	28186
11491	28385
11331	28386
11156	28208
10956	28336
10828	28448
10586	28489
10459	28509
10252	28336
10131	28332
9986	28604
9840	28665
9714	28464
9601	28676
9530	28856
9467	28885
9352	28964
9264	29056
9245	29172
9187	29045
9112	29369
9152	29477
9093	29616
9120	29700
9193	29876
9239	29972
9330	30122
9329	30232
9465	30374
9615	30452
9755	30585
9857	30672
9975	30764
10157	30773
10317	30920
10490	30900
10676	31057
10867	31120
11052	31156
11256	31136
11436	31084
11681	31176
11874	31130
12068	31120
12273	31072
12494	31028
12688	30978
12896	30948
13121	30880
13306	30825
13444	30732
13650	30680
13824	30608
13960	30392
14071	30520
14298	30424
14364	30352
14550	30315
14682	30252
14788	29988
14896	30114
14944	30152
15040	30068
15221	30028
15276	29928
15324	30010
15459	30018
15510	30008
15600	29992
15670	30028
15738	30040
15832	30088
15938	30128
15984	30196
16136	30216
16257	30328
16368	30429
16532	30558
16649	30477
16824	30735
16984	30864
17214	30996
17396	31106
17609	31180
17851	31164
18027	31488
18328	31445
18556	31720
18818	31856
19154	31946
19489	32092
19794	32169
20088	32280
20457	32248
20773	32492
21192	32576
21568	32650
21932	32771
22313	32835
22808	32948
23194	33053
23626	33133
24068	33232
24520	33306
24922	33440
25416	33547
25920	33674
26392	33752
26865	33858
27316	33996
27726	34148
28184	34269
28664	34408
29105	34569
29580	34704
30028	34948
30468	35044
30902	35164
31350	35416
31768	35572
32195	35680
32642	35882
33088	36137
33504	36192
33908	36492
34306	36613
34721	36832
35136	36921
35560	37210
35973	37320
36397	37508
36812	37794
37322	37992
37668	38112
38088	38372
38488	38560
38912	38728
39384	38912
39756	38980
40148	39232
40576	39428
40980	39529
41384	39732
41784	39882
42180	39920
42604	40109
42953	40284
43425	40364
43696	40508
44040	40596
44436	40692
44705	40749
45088	40892
45340	40960
45652	41040
45962	41180
46232	41276
46564	41362
46768	41400
47088	41532
47280	41584
47492	41689
47756	41780
47970	41878
48194	41988
48313	42064
48540	42145
48657	42258
48824	42368
48928	42478
49136	42572
49204	42656
49368	42736
49424	42804
49556	42896
49600	42948
49684	43008
49716	43052
49832	43120
49852	43140
50002	43189
50028	43188
50120	43224
50149	43200
50250	43220
50304	43184
50393	43160
50392	43113
50544	43072
50600	43024
50676	42956
50732	42884
50884	42800
50920	42684
51000	42584
51136	42488
51180	42340
51284	42226
51436	42100
51548	41896
51570	41752
51704	41612
51796	41369
51840	41200
51896	41092
52040	40880
52048	40692
52180	40416
52244	40316
52296	40032
52324	39896
52416	39740
52480	39444
52520	39250
52512	39040
52520	38848
52540	38668
52609	38468
52592	38308
52600	38076
52608	37952
52568	37728
52536	37715
52480	37500
52460	37292
52522	37232
52448	37140
52472	36980
52368	36916
52400	36808
52304	36680
52316	36616
52256	36528
52160	36416
52153	36376
52170	36301
52096	36314
52064	36284
52036	36217
51984	36220
51964	36189
52028	36248
51957	36096
51912	36256
51940	36232
51988	36340
51992	36308
51972	36344
51904	36296
51888	36458
51948	36388
51876	36549
51898	36624
51840	36660
51868	36632
51776	36657
51812	36864
51748	36848
51729	36897
51632	36956
51561	36996
51528	37084
51436	37066
51344	37100
51316	37144
51204	37190
51072	37208
50984	37252
50864	37302
50660	37288
50560	37440
50400	37412
50166	37426
50001	37424
49772	37495
49648	37520
49432	37512
49176	37533
48984	37548
48749	37545
48492	37560
48172	37512
47908	37580
47672	37506
47456	37564
47124	37513
46920	37508
46592	37424
46320	37360
46064	37364
45812	37266
45560	37200
45340	37124
45100	37060
44844	36994
44624	36900
44425	36808
44192	36740
43928	36624
43712	36496
43552	36384
43260	36272
43029	36144
42840	35992
42604	35860
42336	35698
42136	35532
41944	35368
41684	35184
41372	34998
41176	34818
40866	34621
40696	34432
40393	34236
40104	34048
39837	33844
39580	33664
39385	33472
39116	33278
38841	33088
38536	32904
38296	32712
38066	32557
37776	32368
37458	32200
37160	32028
36881	31900
36604	31756
36332	31573
36040	31432
35728	31292
35458	31179
35172	31035
34880	30913
34602	30818
34328	30717
33985	30564
33696	30488
33428	30376
33169	30244
32864	30156
32630	30064
32364	30002
32088	29894
31844	29816
31601	29790
31348	29730
31108	29597
30888	29576
30640	29484
30422	29488
30212	29349
29996	29296
29786	29276
29576	29236
29345	29117
29153	29040
28960	28972
28737	28898
28545	28824
28308	28745
28124	28708
27917	28532
27692	28444
27494	28334
27284	28208
27074	28165
26884	28004
26676	27844
26392	27800
26228	27588
25984	27462
25776	27332
25508	27196
25306	27048
25068	26976
24806	26792
24576	26738
24299	26524
24094	26397
23836	26291
23568	26173
23244	26072
23004	26024
22777	25860
22502	25748
22234	25636
21982	25592
21760	25532
21412	25396
21226	25317
20907	25272
20668	25181
20352	25144
20116	25068
19888	25004
19649	24932
19376	24894
19152	24868
18924	24769
18705	24804
18457	24777
18274	24781
18024	24724
17808	24776
17634	24740
17480	24706
17296	24700
17060	24668
16965	24700
16805	24705
16658	24664
16529	24601
16368	24606
16262	24560
16121	24463
16001	24456
15856	24412
15753	24347
15648	24224
15566	24208
15434	24076
15337	24049
15236	23932
15148	23906
15035	23710
14930	23668
14801	23672
14706	23512
14656	23412
14531	23378
14435	23340
14328	23264
14231	23208
14078	23129
14037	23108
13952	23064
13793	23006
13752	22979
13653	22810
13528	22920
13492	22880
13364	22944
13259	22912
13174	22934
13121	22884
13026	22952
12929	22972
12882	23040
12774	23090
12708	23184
12636	23206
12592	23166
12548	23298
12530	23496
12469	23609
12452	23702
12458	23828
12448	23948
12452	24065
12424	24203
12493	24450
12567	24616
12597	24705
12692	24924
12756	25048
12820	25092
12956	25348
13048	25588
13126	25752
13274	25765
13460	26116
13596	26261
13757	26372
13854	26568
14081	26690
14260	26829
14446	26953
14634	27116
14760	27253
15012	27424
15205	27517
15402	27725
15592	27800
15813	27973
15977	28069
16196	28284
16402	28256
16644	28516
16830	28742
17069	28902
17276	29088
17461	29264
17661	29332
17912	29600
18092	29784
18327	29980
18580	30176
18812	30376
19052	30552
19232	30753
19440	30994
19741	31140
19984	31354
20214	31557
20513	31754
20802	31984
21076	32160
21369	32376
21612	32620
21958	32812
22312	33040
22664	33212
23001	33452
23328	33645
23702	33832
24056	34040
24498	34264
24868	34472
25300	34632
25710	34808
26135	34906
26576	35056
27018	35178
27500	35272
27968	35413
28464	35468
28944	35620
29409	35628
29936	35668
30421	35756
30951	35834
31434	35752
31952	35832
32476	35768
32976	35850
33492	35746
34024	35820
34532	35769
35012	35820
35524	35804
36020	35668
36488	35657
37050	35684
37436	35712
37901	35688
38336	35656
38800	35632
39232	35661
39640	35708
40072	35681
40504	35728
40808	35760
41316	35796
41608	35824
41897	35864
42232	35928
42653	35972
42868	36032
43168	36090
43457	36180
43764	36244
44028	36324
44354	36404
44608	36512
44836	36597
45104	36680
45344	36836
45636	36876
45856	37033
46052	37075
46292	37184
46504	37288
46732	37402
46944	37410
47168	37504
47320	37568
47528	37684
47736	37734
47897	37808
48106	37868
48176	37976
48416	38072
48512	38132
48616	38188
48800	38276
48888	38288
48988	38416
49104	38488
49218	38548
49288	38624
49398	38712
49429	38816
49524	38956
49516	39049
49592	39192
49680	39293
49666	39432
49704	39464
49744	39588
49728	39798
49736	39932
49748	40064
49738	40180
49708	40248
49732	40376
49632	40512
49616	40652
49624	40760
49576	40892
49544	41016
49496	41120
49388	41256
49420	41380
49320	41488
49304	41576
49260	41680
49232	41800
49176	41901
49148	42000
49208	42088
49194	42184
49192	42272
49120	42378
49152	42448
49176	42513
49212	42608
49252	42653
49204	42716
49224	42768
49296	42825
49300	42848
49321	42896
49360	42910
49444	42904
49472	42897
49494	42924
49464	42896
49504	42874
49496	42836
49568	42788
49520	42752
49544	42688
49592	42614
49538	42556
49561	42482
49536	42424
49576	42336
49521	42256
49476	42194
49464	42120
49500	42040
49404	41968
49392	41896
49324	41825
49360	41769
49236	41700
49233	41640
49156	41576
49156	41528
49128	41468
49012	41441
48957	41398
48896	41369
48909	41332
48860	41316
48824	41288
48792	41296
48788	41280
48868	41272
48832	41308
48864	41316
48884	41339
48917	41366
48988	41388
49072	41416
49120	41444
49200	41492
49280	41528
49376	41528
49536	41572
49628	41589
49672	41608
49808	41624
49928	41640
50036	41640
50208	41648
50232	41652
50352	41596
50513	41588
50544	41540
50648	41538
50720	41433
50816	41421
